1.94	553.65	34.74	195.25
2.11	486.88	28.82	157.81
1.98	228.29	25.88	161.44
1.67	539.12	31.22	156.63
4.04	388.18	25.42	127.13
1.45	563	30.23	149.07
1.36	504.82	32.5	171.13
1.79	546.29	35.1	198.63
2.37	434.12	34.15	203.31
2.05	526.47	33.16	184.53
2.14	431.94	27.53	125.47
2.13	241.47	23.45	56.18
2.69	508.76	28.51	129.29
2.35	234.53	24.38	69.76
2.38	325.94	22.33	80.29
4.73	235.47	18.35	75.47
3.32	402.65	20.29	87.88
2.94	526	20.54	81.65
1.98	525.18	21.99	88.53
1.46	540.59	25.71	136.59
3.94	396	24.75	159.59
7.76	425.24	18.65	85.24
4.16	114.53	15.58	60.35
3.79	449	22.07	91.59
1.46	536.94	27.54	123.41
1.62	438.59	29.47	137.06
2.42	443.59	27.66	147.63
4.08	420.06	23.41	91.53
2.65	260.18	19.04	80.5
2.28	367.31	23.18	89.94
3.71	332.06	23.19	87.63
4.21	196.88	18.04	65.63
3.58	513.18	21.14	88.31
2.14	404.4	25.39	130.86
1.21	232.24	21.62	44.44
2.86	367.47	23.33	86.94
2.45	346.18	22.67	87.75
2.87	463.29	21.31	121.29
1.84	442.06	22.59	133.18
2.39	107.12	18.08	35.88
1.34	197.53	20.08	26.47
2.01	47.71	16.41	14.94
2.07	102.71	15.89	36.29
6.89	419.18	18.16	75
5.58	248.29	16.42	69.53
2.56	217.41	17.72	68.24
4.06	275.8	21.06	40.4
1.81	308.2	19.16	97.58
1.36	123	17.81	21.63
6.48	223.76	15.01	75.88
6.8	406.53	15.88	91.94
5.48	315.47	12.5	83.63
2.7	148.71	10.85	68.69
2.52	226.94	14.48	56.5
3.04	386.06	18.2	70.94
3.75	337.47	18.98	77
4.34	351.94	19.9	78.13
5.03	377.76	23.66	88.38
2.32	278.94	20.79	80.81
1.76	384.59	25.34	112.31
1.28	163.76	20.13	39
1.94	196.82	18.87	47.63
1.33	301.65	18.7	61.53
1.14	338.65	19.08	61.35
0.5	355	14.9	15.5
2.05	336.31	12.76	63.77
2.9	338.75	9.15	46.5
2.52	320.33	10.58	48.73
3.31	233	9.77	37.06
2.33	179.94	9.07	51.63
1.01	345.41	13.94	64.38
1.68	331	14.83	33.77
1.71	335	16.73	45.88
1.83	292.4	15.96	30.67
2.83	316.69	16.63	33.94
0.98	309	17.25	20.5
0.52	287	18.1	50.19
1.76	193.71	14.86	41.75
5.04	267.71	10.51	48.06
4.32	317.88	11.49	48.44
3.7	197.88	9.12	14.06
3.61	264.59	13.59	27.81
1.31	243.35	12.29	24
1.11	166.82	14.3	8.25
4.46	112.24	15.02	37.94
4.18	151.13	12.42	37.14
3.85	160.53	14.54	36.56
4.24	150.24	10.11	56.25
4.23	150.76	14.29	47.59
1.13	50.35	12.68	4.88
2.14	175.12	15.32	37.94
